exterior_color,interior_color,location,make,model,mileage,style,year,engine,accidentCount,ownerCount,isCleanTitle,isFrameDamaged,isLemon,isSalvage,isTheftRecovered,price
"Sapphire Blue Metallic","Black/Garnet Red","New York, NY",Porsche,Macan,16340,AWD,2018,"2.0L Inline-4 Gas Turbocharged",0,1,1,0,0,0,0,45995
"Dolomite Silver Metallic",Black,"New York, NY",Porsche,Macan,7755,AWD,2020,"2.0L Inline-4 Gas Turbocharged",0,1,1,0,0,0,0,52995
White,Black,"New York, NY",Porsche,Cayenne,34879,"Platinum Edition AWD",2017,"3.6L V-6 Gas",0,1,1,0,0,0,0,47450
"Jet Black Metallic",Black,"South Amboy, NJ",Porsche,Boxster,24395,"S Roadster",2017,"2.5L Flat-4 Gas Turbocharged",0,1,1,0,0,0,0,53990
Unknown,"Bordeaux Red","Edison, NJ",Porsche,911,8450,"Carrera 4S",2017,"3.0L Flat-6 Gas Turbocharged",0,3,1,0,0,0,0,109900
"Carrara White Metallic",Black,"Larchmont, NY",Porsche,Cayenne,8269,"S E-Hybrid Platinum Edition AWD",2018,"3.0L V-6 Plug-In Hybrid Supercharged",0,1,1,0,0,0,0,63995
"Night Blue Metallic","Black/Garnet Red","New York, NY",Porsche,Macan,26865,"GTS AWD",2017,"3.0L V-6 Gas Turbocharged",0,1,1,0,0,0,0,57995
Red,Black,"Upper Saddle River, NJ",Porsche,911,8630,Carrera,2014,"3.4L Flat-6 Gas",0,4,1,0,0,0,0,70995
"Carmine Red",Black,"Union, NJ",Porsche,"718 Cayman",16652,Coupe,2018,"2.0L Flat-4 Gas Turbocharged",0,2,1,0,0,0,0,50999
"Burgundy Red Metallic",Marsala/Cream,"New York, NY",Porsche,Panamera,31258,"4S AWD",2018,"2.9L V-6 Gas Turbocharged",0,1,1,0,0,0,0,79995
Black,Black,"Lodi, NJ",Porsche,Cayenne,101288,"Tiptronic AWD",2013,"3.6L V-6 Gas",1,2,1,0,0,0,0,16895
"Jet Black Metallic",Black,"Lodi, NJ",Porsche,Macan,80493,"S AWD",2016,"3.0L V-6 Gas Turbocharged",0,2,1,0,0,0,0,28895
"Jet Black Metallic",Black,"New York, NY",Porsche,Cayenne,47540,"S Hybrid AWD",2014,"3.0L V-6 Hybrid Supercharged",0,2,1,0,0,0,0,28775
"Quartzite Metallic",Black,"New York, NY",Porsche,Cayenne,35858,AWD,2019,"3.0L V-6 Gas Turbocharged",0,0,1,0,0,0,0,61995
"Jet Black Metallic","Black/Cohiba Brown","Bronx, NY",Porsche,Cayenne,64953,"S AWD",2018,"3.6L V-6 Gas Turbocharged",0,1,1,0,0,0,0,42995
Black,Black,"Elmwood Park, NJ",Porsche,Macan,28958,AWD,2017,"2.0L Inline-4 Gas Turbocharged",0,2,1,0,0,0,0,34790
White,Black,"Bronx, NY",Porsche,Macan,49004,AWD,2017,"2.0L Inline-4 Gas Turbocharged",1,1,1,0,0,0,0,31990
Chalk,"Bordeaux Red","New York, NY",Porsche,911,12130,"Carrera 4 GTS Cabriolet",2019,"3.0L Flat-6 Gas Turbocharged",0,1,1,0,0,0,0,139995
Black,Black,"East Hartford, CT",Porsche,Macan,10587,AWD,2020,"2.0L Inline-4 Gas Turbocharged",0,0,1,0,0,0,0,52700
Unknown,Black,"Edison, NJ",Porsche,Cayenne,4570,"SUV AWD",2020,"3.0L V-6 Gas Turbocharged",0,1,1,0,0,0,0,65900
"Night Blue Metallic","Luxor Beige","New York, NY",Porsche,911,19487,Carrera,2017,"3.0L Flat-6 Gas Turbocharged",0,3,1,0,0,0,0,81995
"Jet Black Metallic","Luxor Beige","South Amboy, NJ",Porsche,Cayenne,43177,"Platinum Edition AWD",2017,"3.6L V-6 Gas",1,1,1,0,0,0,0,35450
"Gt Silver Metallic",Black,"Larchmont, NY",Porsche,911,12618,"Carrera 4S Cabriolet",2018,"3.0L Flat-6 Gas Turbocharged",0,1,1,0,0,0,0,119996
"Gt Silver Metallic",Black,"New York, NY",Porsche,"718 Cayman",23,"GTS Coupe",2019,"2.5L Flat-4 Gas Turbocharged",0,0,1,0,0,0,0,85995
"Dark Blue Metallic","Umber/Light Tartufo","Hillside, NJ",Porsche,Cayenne,93077,"GTS AWD",2013,"4.8L V-8 Gas",0,3,1,0,0,0,0,28595
Black,Brown,"Naugatuck, CT",Porsche,Cayenne,62800,"GTS AWD",2013,"4.8L V-8 Gas",1,2,1,0,0,0,0,32795
"Jet Black Metallic",Black,"New York, NY",Porsche,911,5388,Turbo,2018,"3.8L Flat-6 Gas Turbocharged",0,2,1,0,0,0,0,155500
"Jet Black Metallic",Black,"New York, NY",Porsche,911,8202,"Turbo S",2017,"3.8L Flat-6 Gas Turbocharged",0,5,1,0,0,0,0,159995
"Night Blue Metallic",Burgundy,"Springfield Township, NJ",Porsche,Macan,60547,"S AWD",2017,"3.0L V-6 Gas Turbocharged",0,1,1,0,0,0,0,33977
Black,Black,"New York, NY",Porsche,Macan,28674,AWD,2017,"2.0L Inline-4 Gas Turbocharged",0,1,1,0,0,0,0,40995
Black,Black,"Larchmont, NY",Porsche,Cayenne,17543,"Platinum Edition AWD",2018,"3.6L V-6 Gas",0,1,1,0,0,0,0,55995
"Meteor Grey Metallic",Black,"Secaucus, NJ",Porsche,Cayenne,51200,AWD,2018,"3.6L V-6 Gas Turbocharged",0,1,1,0,0,0,0,43686
"Sapphire Blue Metallic",Black,"Springfield Township, NJ",Porsche,Macan,51942,AWD,2017,"2.0L Inline-4 Gas Turbocharged",0,1,1,0,0,0,0,31000
White,"Black/Luxor Beige","Larchmont, NY",Porsche,"718 Boxster",9952,Roadster,2018,"2.0L Flat-4 Gas Turbocharged",0,1,1,0,0,0,0,57498
"Dark Blue Metallic",Unknown,"Smithtown, NY",Porsche,Boxster,28000,Roadster,2015,"2.7L Flat-6 Gas",0,2,1,0,0,0,0,NULL
"Jet Black Metallic",Black,"Huntington Station, NY",Porsche,"718 Boxster",9075,"S Roadster",2018,"2.5L Flat-4 Gas Turbocharged",0,1,1,0,0,0,0,68000
"Atlas Grey Metallic",Black,"Riverdale, NJ",Porsche,911,102319,"Carrera 4S",2007,"3.8L Flat-6 Gas",0,3,1,0,0,0,0,32990
Unknown,Black,"Edison, NJ",Porsche,Cayenne,14138,"S AWD",2019,"2.9L V-6 Gas Turbocharged",0,1,1,0,0,0,0,79500
Black,Black,"Brooklyn, NY",Porsche,Cayenne,45210,"S AWD",2004,"4.5L V-8 Gas Turbocharged",0,3,1,0,0,0,0,10950
Unknown,Unknown,"Edison, NJ",Porsche,Boxster,46727,S,2013,"3.4L Flat-6 Gas",0,1,1,0,0,0,0,43900
"Dark Blue Metallic",Espresso,"Huntington Station, NY",Porsche,Macan,50454,"S AWD",2015,"3.0L V-6 Gas Turbocharged",0,2,1,0,0,0,0,35900
"Quartzite Metallic",Black,"East Hartford, CT",Porsche,Cayenne,16465,"S AWD",2019,"2.9L V-6 Gas Turbocharged",0,1,1,0,0,0,0,79994
"Agate Gray Metallic",Black,"Hillside, NJ",Porsche,Macan,85553,"S AWD",2015,"3.0L V-6 Gas Turbocharged",0,1,1,0,0,0,0,26395
Black,Black,"New York, NY",Porsche,Macan,17598,"S AWD",2018,"3.0L V-6 Gas Turbocharged",0,1,1,0,0,0,0,NULL
Black,Gray,"Brooklyn, NY",Porsche,Cayenne,153510,"S Tiptronic AWD",2006,"4.5L V-8 Gas",1,4,1,0,0,0,0,5950
"Carrara White Metallic",Black,"Brooklyn, NY",Porsche,Cayenne,27243,"Platinum Edition AWD",2018,"3.6L V-6 Gas",0,1,1,0,0,0,0,53995
"Dolomite Silver Metallic",Black,"New York, NY",Porsche,Taycan,3131,Turbo,2020,"L - Electric",0,1,1,0,0,0,0,148800
"Carrara White",Black,"Red Bank, NJ",Porsche,911,41859,"Turbo S Cabriolet",2013,"3.8L Flat-6 Gas Turbocharged",0,2,1,0,0,0,0,94995
Unknown,"Black/Saddle Brown","Edison, NJ",Porsche,Panamera,314,"4S AWD",2018,"2.9L V-6 Gas Turbocharged",0,1,1,0,0,0,0,88900
Unknown,Black,"Edison, NJ",Porsche,Taycan,1476,4S,2020,"L - Electric",0,1,1,0,0,0,0,116900
"Guards Red",Black,"Manasquan, NJ",Porsche,"718 Cayman",18081,Coupe,2018,"2.0L Flat-4 Gas Turbocharged",0,1,1,0,0,0,0,56700
Black,"Black/Luxor Beige","Huntington Station, NY",Porsche,Cayenne,20179,"Platinum Edition AWD",2018,"3.6L V-6 Gas",0,1,1,0,0,0,0,55900
White,"Saddle Brown/Luxor Beige","Woodbridge, NJ",Porsche,Cayenne,20706,"Platinum Edition AWD",2017,"3.6L V-6 Gas",1,2,1,0,0,0,0,41995
White,"Saddle Brown/Luxor Beige","Woodbridge, NJ",Porsche,Cayenne,35071,"Platinum Edition AWD",2017,"3.6L V-6 Gas",1,1,1,0,0,0,0,42895
"Night Blue Metallic",Black,"White Plains, NY",Porsche,911,19350,"Carrera 4S",2017,"3.0L Flat-6 Gas Turbocharged",0,3,1,0,0,0,0,97841
Black,Black,"Hillside, NJ",Porsche,Panamera,17849,"4 E-Hybrid AWD",2018,"2.9L V-6 Plug-In Hybrid Turbocharged",1,1,1,0,0,0,0,68395
Black,"Luxor Beige","Woodbridge, NJ",Porsche,Panamera,39007,4,2016,"3.6L V-6 Gas",0,3,1,0,0,0,0,43995
Black,Black,"Medford, NY",Porsche,Macan,39212,"S AWD",2017,"3.0L V-6 Gas Turbocharged",0,3,1,0,0,0,0,42990
"Volcano Grey Metallic",Black/Chalk,"Larchmont, NY",Porsche,Panamera,14641,"4S AWD",2018,"2.9L V-6 Gas Turbocharged",0,1,1,0,0,0,0,86595
"Meteor Grey Metallic",Black,"New York, NY",Porsche,Cayenne,6646,AWD,2018,"3.6L V-6 Gas Turbocharged",0,1,1,0,0,0,0,NULL
"Biscay Blue Metallic",Black,"Huntington Station, NY",Porsche,Cayenne,17143,AWD,2019,"3.0L V-6 Gas Turbocharged",0,1,1,0,0,0,0,65900
"Racing Yellow",Black,"New York, NY",Porsche,Cayman,20999,Coupe,2014,"2.7L Flat-6 Gas",0,1,1,0,0,0,0,45995
Unknown,Black,"Edison, NJ",Porsche,Macan,32408,"S AWD",2018,"3.0L V-6 Gas Turbocharged",0,1,1,0,0,0,0,50900
"Volcano Grey Metallic","Black/Garnet Red","Larchmont, NY",Porsche,Macan,22972,AWD,2018,"2.0L Inline-4 Gas Turbocharged",0,1,1,0,0,0,0,44995
"Dolomite Silver Metallic",Black,"Huntington Station, NY",Porsche,Cayenne,6826,"SUV AWD",2020,"3.0L V-6 Gas Turbocharged",0,1,1,0,0,0,0,69900
"Sapphire Blue Metallic","Saddle Brown/Luxor Beige","Hillside, NJ",Porsche,Panamera,20169,"4S AWD",2018,"2.9L V-6 Gas Turbocharged",0,1,1,0,0,0,0,73695
Unknown,Black,"Edison, NJ",Porsche,"718 Cayman",7344,"S Coupe",2019,"2.5L Flat-4 Gas Turbocharged",0,1,1,0,0,0,0,69900
"Night Blue Metallic","Garnet Red/Black","New York, NY",Porsche,Macan,13591,"GTS AWD",2018,"3.0L V-6 Gas Turbocharged",0,1,1,0,0,0,0,NULL
Black,Black,"Hillside, NJ",Porsche,Panamera,43602,"4S AWD",2017,"2.9L V-6 Gas Turbocharged",0,1,1,0,0,0,0,63395
White,Black,"Huntington Station, NY",Porsche,Cayenne,6616,"SUV AWD",2020,"3.0L V-6 Gas Turbocharged",0,1,1,0,0,0,0,69900
"Rhodium Silver Metallic",Black,"Jamaica, NY",Porsche,Macan,62216,"S AWD",2016,"3.0L V-6 Gas Turbocharged",0,2,1,0,0,0,0,33980
"Basalt Black Metallic",Terracotta,"Farmingdale, NY",Porsche,911,22695,Turbo,2007,"3.6L Flat-6 Gas Turbocharged",0,3,1,0,0,0,0,94900
White,Black,"Saint James, NY",Porsche,911,19300,Carrera,2017,"3.0L Flat-6 Gas Turbocharged",0,2,1,0,0,0,0,83996
Black,Other,"Medford, NY",Porsche,Macan,41612,"Sport Edition AWD",2018,"2.0L Inline-4 Gas Turbocharged",0,1,1,0,0,0,0,39990
"Dolomite Silver Metallic",Black,"New York, NY",Porsche,Cayenne,5886,"SUV AWD",2020,"3.0L V-6 Gas Turbocharged",0,1,1,0,0,0,0,70995
"Volcano Grey Metallic","Black/Garnet Red","Larchmont, NY",Porsche,Macan,27100,"GTS AWD",2018,"3.0L V-6 Gas Turbocharged",0,1,1,0,0,0,0,65996
White,Black,"Huntington Station, NY",Porsche,Cayenne,7632,"SUV AWD",2020,"3.0L V-6 Gas Turbocharged",0,1,1,0,0,0,0,69900
Black,Black,"Huntington Station, NY",Porsche,Panamera,18365,"4 AWD",2018,"3.0L V-6 Gas Turbocharged",0,1,1,0,0,0,0,72900
White,Black,"Bronx, NY",Porsche,Macan,60231,"S AWD",2017,"3.0L V-6 Gas Turbocharged",0,4,1,0,0,0,0,36995
"Night Blue Metallic","Black/Luxor Beige","Larchmont, NY",Porsche,Macan,8813,AWD,2018,"2.0L Inline-4 Gas Turbocharged",0,1,1,0,0,0,0,47595
White,"Saddle Brown/Luxor Beige","New York, NY",Porsche,Cayenne,102,"Turbo AWD",2018,"4.8L V-8 Gas Turbocharged",0,1,1,0,0,0,0,99500
"Volcano Grey Metallic",Black,"Larchmont, NY",Porsche,Macan,4054,"S AWD",2019,"3.0L V-6 Gas Turbocharged",0,1,1,0,0,0,0,68492
Unknown,Unknown,"Englewood, NJ",Porsche,Cayenne,19958,AWD,2019,"3.0L V-6 Gas Turbocharged",0,2,1,0,0,0,0,NULL
Black,"Bordeaux Red","Huntington Station, NY",Porsche,"718 Cayman",5166,"S Coupe",2019,"2.5L Flat-4 Gas Turbocharged",0,1,1,0,0,0,0,75900
Black,Black,"Medford, NY",Porsche,Cayenne,73087,"S E-Hybrid AWD",2017,"3.0L V-6 Plug-In Hybrid Supercharged",0,2,1,0,0,0,0,42990
Charcoal,Black,"Manasquan, NJ",Porsche,911,19065,"Turbo Cabriolet",2008,"3.6L Flat-6 Gas Turbocharged",0,3,1,0,0,0,0,88900
Gray,Black,"Medford, NY",Porsche,Macan,35741,"Sport Edition AWD",2018,"2.0L Inline-4 Gas Turbocharged",0,1,1,0,0,0,0,40590
Black,Unknown,"Harriman, NY",Porsche,Panamera,24702,4,2016,"3.6L V-6 Gas",0,1,1,0,0,0,0,NULL
"Carrara White Metallic",Black,"New York, NY",Porsche,Cayenne,4982,"SUV AWD",2020,"3.0L V-6 Gas Turbocharged",0,1,1,0,0,0,0,71995
Unknown,Unknown,"Englewood, NJ",Porsche,Cayenne,34515,"GTS AWD",2016,"3.6L V-6 Gas Turbocharged",1,1,1,0,0,0,0,NULL
"Night Blue Metallic","Saddle Brown","New York, NY",Porsche,Panamera,23134,GTS,2016,"4.8L V-8 Gas",0,1,1,0,0,0,0,69995
Silver,Brown,"Medford, NY",Porsche,Cayenne,39115,"Platinum Edition AWD",2017,"3.6L V-6 Gas",0,1,1,0,0,0,0,45990
White,Black,"New York, NY",Porsche,Macan,22494,"GTS AWD",2017,"3.0L V-6 Gas Turbocharged",0,1,1,0,0,0,0,59595
"Moonlight Blue Metallic",Black,"Hasbrouck Heights, NJ",Porsche,Cayenne,4357,AWD,2019,"3.0L V-6 Gas Turbocharged",0,1,1,0,0,0,0,66498
Black,"Saddle Brown","Verona, NJ",Porsche,Macan,20318,"S AWD",2018,"3.0L V-6 Gas Turbocharged",0,2,1,0,0,0,0,47858
White,Black,"East Hartford, CT",Porsche,Macan,7026,AWD,2020,"2.0L Inline-4 Gas Turbocharged",0,0,1,0,0,0,0,54124
White,"Luxor Beige","Freeport, NY",Porsche,Cayenne,40589,AWD,2018,"3.6L V-6 Gas Turbocharged",0,1,1,0,0,0,0,44990
White,"Luxor Beige","Freeport, NY",Porsche,Cayenne,40589,AWD,2018,"3.6L V-6 Gas Turbocharged",0,1,1,0,0,0,0,44990
"Jet Black Metallic",Black,"Larchmont, NY",Porsche,Macan,31318,"S AWD",2018,"3.0L V-6 Gas Turbocharged",0,1,1,0,0,0,0,52498
White,"Luxor Beige","Bay Shore, NY",Porsche,Panamera,41450,4,2015,"3.6L V-6 Gas",1,3,1,0,0,0,0,40988
Black,Brown,"South Hackensack, NJ",Porsche,Cayenne,104114,"GTS AWD",2014,"4.8L V-8 Gas",1,2,1,0,0,0,0,29995
"Dolomite Silver Metallic",Black,"New York, NY",Porsche,Cayenne,8926,"SUV AWD",2020,"3.0L V-6 Gas Turbocharged",0,1,1,0,0,0,0,69995
"Volcano Gray Metallic",Black,"Larchmont, NY",Porsche,Macan,11939,AWD,2018,"2.0L Inline-4 Gas Turbocharged",0,1,1,0,0,0,0,47995
Black,Black,"Huntington Station, NY",Porsche,Macan,29130,AWD,2017,"2.0L Inline-4 Gas Turbocharged",0,2,1,0,0,0,0,40900
Black,Black,"Medford, NY",Porsche,Boxster,17257,S,2014,"3.4L Flat-6 Gas",0,2,1,0,0,0,0,48590
"Volcano Grey Metallic",Black,"New York, NY",Porsche,Macan,24153,AWD,2018,"2.0L Inline-4 Gas Turbocharged",0,1,1,0,0,0,0,45995
"Rhodium Silver Metallic","Saddle Brown","Verona, NJ",Porsche,Macan,28965,"S AWD",2018,"3.0L V-6 Gas Turbocharged",0,2,1,0,0,0,0,46210
"Carrara White Metallic","Black/Luxor Beige","Larchmont, NY",Porsche,Macan,18977,"S AWD",2018,"3.0L V-6 Gas Turbocharged",0,1,1,0,0,0,0,54998
Black,Black,"Staten Island, NY",Porsche,Panamera,51803,GTS,2013,"4.8L V-8 Gas",0,2,1,0,0,0,0,45999
Unknown,Unknown,"Ocean, NJ",Porsche,Macan,45718,"S AWD",2018,"3.0L V-6 Gas Turbocharged",1,1,1,0,0,0,0,41905
"Jet Black Metallic",Black,"Jamaica, NY",Porsche,Macan,28436,"S AWD",2017,"3.0L V-6 Gas Turbocharged",0,2,1,0,0,0,0,42730
White,"Luxor Beige","New York, NY",Porsche,Cayenne,28935,"Platinum Edition AWD",2017,"3.6L V-6 Gas",0,1,1,0,0,0,0,47995
Black,Unknown,"Bay Shore, NY",Porsche,Panamera,21902,"Turbo S E-Hybrid AWD",2018,"4.0L V-8 Plug-In Hybrid Turbocharged",0,1,1,0,0,0,0,135598
White,Black,"New York, NY",Porsche,911,7,"Carrera 4S Coupe",2019,"3.0L Flat-6 Gas Turbocharged",0,0,1,0,0,0,0,129995
White,Black,"Medford, NY",Porsche,Cayenne,39460,"Platinum Edition AWD",2017,"3.6L V-6 Gas",0,3,1,0,0,0,0,45990
Gray,Brown,"Medford, NY",Porsche,Macan,28066,"Sport Edition AWD",2018,"2.0L Inline-4 Gas Turbocharged",0,1,1,0,0,0,0,42990
"Carmine Red",Black,"New York, NY",Porsche,911,1037,GT3,2018,"4.0L Flat-6 Gas",0,1,1,0,0,0,0,188500
"Moonlight Blue Metallic","Black/Luxor Beige","Larchmont, NY",Porsche,Cayenne,35510,"S AWD",2018,"3.6L V-6 Gas Turbocharged",0,1,1,0,0,0,0,58991
Gray,Beige,"Medford, NY",Porsche,Panamera,29761,Hatchback,2014,"3.6L V-6 Gas",0,2,1,0,0,0,0,42590
White,"Agate Grey","New Rochelle, NY",Porsche,Macan,16943,"S AWD",2018,"3.0L V-6 Gas Turbocharged",0,1,1,0,0,0,0,48995
Black,Unknown,"Yonkers, NY",Porsche,911,8904,"Carrera S Coupe",2020,"3.0L Flat-6 Gas Turbocharged",0,1,1,0,0,0,0,NULL
"Topaz Brown Metallic",Unknown,"Brooklyn, NY",Porsche,Panamera,96122,S,2010,"4.8L V-8 Gas",1,3,1,0,0,0,0,NULL
"Volcano Grey Metallic",Black,"Huntington Station, NY",Porsche,Macan,40500,"S AWD",2017,"3.0L V-6 Gas Turbocharged",0,2,1,0,0,0,0,44900
"Sapphire Blue Metallic",Black,"New York, NY",Porsche,Macan,11172,"S AWD",2017,"3.0L V-6 Gas Turbocharged",0,1,1,0,0,0,0,50995
Black,Black,"Medford, NY",Porsche,Panamera,49114,Hatchback,2012,"3.6L V-6 Gas",0,2,1,0,0,0,0,33990
"Sand White",Brown,"North Plainfield, NJ",Porsche,Cayenne,89884,"Turbo AWD",2011,"4.8L V-8 Gas Turbocharged",0,NULL,1,0,0,0,0,NULL
White,Black,"Elmont, NY",Porsche,Cayenne,26361,"Tiptronic AWD",2013,"3.6L V-6 Gas",1,2,1,0,0,0,0,29950
"Jet Black Metallic",Black,"Larchmont, NY",Porsche,Panamera,23882,RWD,2018,"3.0L V-6 Gas Turbocharged",0,1,1,0,0,0,0,74491
"Amaranth Red Metallic","Luxor Beige","Farmingdale, NY",Porsche,911,30831,Carrera,2013,"3.4L Flat-6 Gas",0,3,1,0,0,0,0,66900
Black,Black,"Medford, NY",Porsche,Cayenne,35227,"Platinum Edition AWD",2018,"3.6L V-6 Gas",0,1,1,0,0,0,0,50990
White,Black,"New York, NY",Porsche,Macan,27364,AWD,2017,"2.0L Inline-4 Gas Turbocharged",0,1,1,0,0,0,0,40995
"Jet Black Metallic","Luxor Beige","Freeport, NY",Porsche,Panamera,9052,GTS,2015,"4.8L V-8 Gas",0,1,1,0,0,0,0,59994
"Rhodium Silver Metallic",Black,"Hillside, NJ",Porsche,Cayenne,63396,AWD,2016,"3.6L V-6 Gas",1,3,1,0,0,0,0,29695
"Night Blue Metallic","Agate Grey","New York, NY",Porsche,Macan,20442,AWD,2018,"2.0L Inline-4 Gas Turbocharged",0,1,1,0,0,0,0,46995
White,Beige,"Medford, NY",Porsche,Cayenne,47136,"Platinum Edition AWD",2018,"3.6L V-6 Gas",0,1,1,0,0,0,0,48990
"Mahogany Metallic","Black/Luxor Beige","Huntington Station, NY",Porsche,Cayenne,29807,AWD,2018,"3.6L V-6 Gas Turbocharged",0,1,1,0,0,0,0,52900
"Meteor Grey Metallic",Black,"New York, NY",Porsche,Cayenne,37430,AWD,2017,"3.6L V-6 Gas",0,1,1,0,0,0,0,46995
Black,"Black/Bordeaux Red","Medford, NY",Porsche,Boxster,20695,Roadster,2017,"2.0L Flat-4 Gas Turbocharged",0,1,1,0,0,0,0,49990
"Amaranth Red Metallic",Black,"Medford, NY",Porsche,Boxster,57706,Roadster,2013,"2.7L Flat-6 Gas",0,2,1,0,0,0,0,33990
"Rhodium Silver Metallic","Agate Grey","New York, NY",Porsche,Macan,37297,"S AWD",2018,"3.0L V-6 Gas Turbocharged",0,1,1,0,0,0,0,50995
Unknown,Unknown,"Greenvale, NY",Porsche,Cayman,11234,S,2016,"3.4L Flat-6 Gas",0,1,1,0,0,0,0,59888
Black,Black,"Jamaica, NY",Porsche,Cayenne,39281,"Platinum Edition AWD",2017,"3.6L V-6 Gas",0,2,1,0,0,0,0,43730
Chalk,"Bordeaux Red","New York, NY",Porsche,911,18196,"Turbo Cabriolet",2019,"3.8L Flat-6 Gas Turbocharged",0,1,1,0,0,0,0,168800
"Jet Black Metallic",Espresso/Cognac,"New York, NY",Porsche,911,40537,"Turbo S",2015,"3.8L Flat-6 Gas Turbocharged",0,1,1,0,0,0,0,123995
"Cobalt Blue Metallic",Black,"Farmingdale, NY",Porsche,911,12309,Turbo,2007,"3.6L Flat-6 Gas Turbocharged",0,3,1,0,0,0,0,93800
"Jet Black Metallic",Black,"New York, NY",Porsche,Cayenne,2226,"E-Hybrid AWD",2019,"3.0L V-6 Plug-In Hybrid Supercharged",0,0,1,0,0,0,0,87995
White,Unknown,"Verona, NJ",Porsche,Cayenne,2439,"SUV AWD",2020,"3.0L V-6 Gas Turbocharged",0,1,1,0,0,0,0,70444
Beige,Black,"Medford, NY",Porsche,Cayenne,40108,"Platinum Edition AWD",2017,"3.6L V-6 Gas",0,1,1,0,0,0,0,46990
"Dolomite Silver Metallic",Black,"New York, NY",Porsche,Cayenne,8285,"SUV AWD",2020,"3.0L V-6 Gas Turbocharged",0,1,1,0,0,0,0,71995
"Volcano Gray Metallic",Black,"Larchmont, NY",Porsche,Macan,39728,"Turbo AWD",2018,"3.6L V-6 Gas Turbocharged",0,1,1,0,0,0,0,67092
"Carmine Red",Unknown,"Verona, NJ",Porsche,Macan,42727,"GTS AWD",2017,"3.0L V-6 Gas Turbocharged",1,1,1,0,0,0,0,49777
Black,Black,"Jamaica, NY",Porsche,Cayenne,40353,AWD,2017,"3.6L V-6 Gas",0,1,1,0,0,0,0,41980
White,Brown,"Medford, NY",Porsche,Macan,6212,"S AWD",2020,"3.0L V-6 Gas Turbocharged",0,1,1,0,0,0,0,67990
Unknown,Black,"Edison, NJ",Porsche,Macan,16938,"GTS AWD",2018,"3.0L V-6 Gas Turbocharged",0,1,1,0,0,0,0,68490
Unknown,Black,"Edison, NJ",Porsche,Macan,24240,AWD,2018,"2.0L Inline-4 Gas Turbocharged",0,1,1,0,0,0,0,45400
Unknown,Black,"Edison, NJ",Porsche,Macan,27053,AWD,2018,"2.0L Inline-4 Gas Turbocharged",0,2,1,0,0,0,0,46900
White,Black,"New York, NY",Porsche,Cayenne,6492,AWD,2019,"3.0L V-6 Gas Turbocharged",0,1,1,0,0,0,0,68500
"Rhodium Silver Metallic",Black,"New York, NY",Porsche,Cayenne,9387,AWD,2019,"3.0L V-6 Gas Turbocharged",0,1,1,0,0,0,0,67450
Black,Black,"New York, NY",Porsche,Macan,25601,"S AWD",2015,"3.0L V-6 Gas Turbocharged",0,2,1,0,0,0,0,40995
Unknown,"Black/Luxor Beige","Edison, NJ",Porsche,Macan,28155,AWD,2018,"2.0L Inline-4 Gas Turbocharged",0,2,1,0,0,0,0,44900
"Jet Black Metallic",Black,"New York, NY",Porsche,911,29761,"Carrera 4 Cabriolet",2017,"3.0L Flat-6 Gas Turbocharged",0,1,1,0,0,0,0,96995
"Dark Blue Metallic","Dk. Brown","Medford, NY",Porsche,Cayenne,21121,"Diesel AWD",2013,"3.0L V-6 Diesel Turbocharged",0,1,1,0,0,0,0,35990
Brown,"Natural Brown","Wallingford, CT",Porsche,911,61545,"Turbo Cabriolet",2008,"3.6L Flat-6 Gas Turbocharged",0,2,0,0,0,1,0,54900
"Racing Yellow",Black,"Avenel, NJ",Porsche,911,27083,"Turbo S",2015,"3.8L Flat-6 Gas Turbocharged",0,1,1,0,0,0,0,114981
Unknown,Black,"Edison, NJ",Porsche,Panamera,20671,"4 AWD",2018,"3.0L V-6 Gas Turbocharged",0,1,1,0,0,0,0,76900
White,Unknown,"Madison, NJ",Porsche,Macan,42162,AWD,2018,"2.0L Inline-4 Gas Turbocharged",0,1,1,0,0,0,0,40406
Unknown,"Luxor Beige","Edison, NJ",Porsche,Cayenne,15704,AWD,2018,"3.6L V-6 Gas Turbocharged",0,1,1,0,0,0,0,53900
"Rhodium Silver Metallic",Black,"Red Bank, NJ",Porsche,Macan,26828,"GTS AWD",2017,"3.0L V-6 Gas Turbocharged",0,2,0,0,0,0,1,53995
"Carrara White Metallic",Black,"New York, NY",Porsche,Panamera,20,"4 E-Hybrid AWD",2019,"2.9L V-6 Plug-In Hybrid Turbocharged",0,0,1,0,0,0,0,114995
Black,"Black/Luxor Beige","Hillside, NJ",Porsche,Cayenne,44442,AWD,2018,"3.6L V-6 Gas Turbocharged",0,1,1,0,0,0,0,42695
White,Black,"New York, NY",Porsche,Macan,3119,AWD,2020,"2.0L Inline-4 Gas Turbocharged",0,1,1,0,0,0,0,53995
"Graphite Blue Metallic",Gray,"Great Neck, NY",Porsche,"718 Cayman",9330,Coupe,2018,"2.0L Flat-4 Gas Turbocharged",0,1,1,0,0,0,0,59900
Unknown,"Black/Luxor Beige","Ocean, NJ",Porsche,Cayenne,30385,"Platinum Edition AWD",2018,"3.6L V-6 Gas",1,1,1,0,0,0,0,44905
"Night Blue Metallic",Black/Chalk,"New York, NY",Porsche,Boxster,32445,Roadster,2017,"2.0L Flat-4 Gas Turbocharged",0,1,1,0,0,0,0,52500
